"","GeneName","PearsonCorrelation","p.Standard","q.Standard","moduleColors"
"1","TRIDC5AG047770",-0.258713974071389,0.0586847406844172,0.0528169385357094,"turquoise"
"2","TRIDC7AG036210",-0.0986725879136647,0.47958909195695,0.225836660647163,"turquoise"
"3","TRIDC3AG017120",-0.340881014795248,0.0112177026499425,0.0220469127789968,"blue"
"4","TRIDC2BG014800",-0.0408979435337777,0.770108678496569,0.304343318555041,"blue"
"5","TRIDC2AG035670",-0.038527138100584,0.783104928503094,0.307348112842121,"blue"
"6","TRIDC2BG038790",-0.289364734826853,0.0334003691124387,0.0374174962041094,"turquoise"
"7","TRIDC3AG075260",-0.367278177143454,0.00593409283063871,0.0172022411962775,"turquoise"
"8","TRIDC1BG068400",0.203196273213724,0.141130818521915,0.0963124980656667,"blue"
"9","TRIDC4BG013910",-0.242947254782869,0.0766625763398554,0.0626316624840062,"turquoise"
"10","TRIDC2AG028560",-0.258915790716413,0.0584786596269111,0.0527057204187201,"brown"
"11","TRIDC4BG021940",0.118595705544905,0.39479861387932,0.197896941480192,"turquoise"
"12","TRIDC5BG070520",-0.18805315285294,0.17410106805895,0.112119531031688,"turquoise"
"13","TRIDC1BG070890",-0.193875879590175,0.160825620157367,0.105919394709808,"turquoise"
"14","TRIDC4BG017010",-0.0206422111349694,0.882788036812909,0.332030293757465,"blue"
"15","TRIDC3BG083350",-0.0827816923369351,0.55349203980725,0.247932070298207,"blue"
"16","TRIDC7AG029070",-0.19031514327808,0.168853482379613,0.109543438263084,"turquoise"
"17","TRIDC2AG047330",-0.234372690446684,0.0881097760378934,0.0691464705875133,"turquoise"
"18","TRIDC3BG038850",-0.26485915207258,0.0526644552983959,0.049290672077778,"turquoise"
"19","TRIDC3BG025030",0.00474554619489839,0.972964681722996,0.353940629291631,"blue"
"20","TRIDC1AG057700",-0.0960446643332552,0.491442151184869,0.229711022461868,"turquoise"
"21","TRIDC4AG070460",0.0491503097286617,0.725373440287723,0.293355750428409,"turquoise"
"22","TRIDC2BG039350",0.175411933566866,0.20559097030238,0.125504844664818,"turquoise"
"23","TRIDC2AG023870",-0.199895326942592,0.147890935568613,0.0995121099738132,"turquoise"
"24","TRIDC5BG042550",-0.192415010323481,0.164085001869855,0.107466082488101,"turquoise"
"25","TRIDC5AG002350",-0.183335639896492,0.185419825950182,0.117002120060132,"turquoise"
"26","TRIDC2BG054610",-0.0763640531791529,0.584782621947924,0.256523076501536,"blue"
"27","TRIDC3BG012770",0.247173521036468,0.0714671368002468,0.0598700059755245,"turquoise"
"28","TRIDC6BG012730",-0.374347409720339,0.00495515979932725,0.0162633580619362,"turquoise"
"29","TRIDC3BG061260",-0.00200922187169233,0.988551759911842,0.357722009950046,"blue"
"30","TRIDC4BG022240",-0.272380019762727,0.0459830176468525,0.045109077588375,"blue"
"31","TRIDC7BG023490",-0.129629352959679,0.351865481472466,0.182630916647977,"blue"
"32","TRIDC7BG054020",-0.35046008704778,0.00896107824591179,0.020020647805334,"turquoise"
"33","TRIDC5AG059960",-0.192490126133599,0.163916251371567,0.107424338455949,"turquoise"
"34","TRIDC5BG035690",-0.121720728440512,0.382340807106604,0.193293839451608,"blue"
"35","TRIDC7BG073240",-0.417441934532017,0.00149832160204786,0.0126501312115099,"turquoise"
"36","TRIDC3BG041880",-0.186332913125168,0.178169495711729,0.113904277606592,"blue"
"37","TRIDC3AG074310",-0.0885090938445536,0.52625070746361,0.239332334566906,"blue"
"38","TRIDC5AG068830",-0.224195736037505,0.103367558921904,0.0771198670403649,"turquoise"
"39","TRIDC3AG026770",-0.208886658394342,0.130017650942711,0.0907854933193074,"turquoise"
