"","GeneName","PearsonCorrelation","p.Standard","q.Standard","moduleColors"
"1","TRIDC5AG047770",-0.0309039376257401,0.825272646193406,0.194563242141105,"turquoise"
"2","TRIDC7AG036210",-0.361091507159242,0.00692429761471677,0.0044627978414372,"turquoise"
"3","TRIDC3AG017120",0.0586655579226831,0.674896414744806,0.165663643818738,"blue"
"4","TRIDC2BG014800",0.509151329593787,6.05882755860085e-05,0.000162940414443964,"blue"
"5","TRIDC2AG035670",-0.416861663537413,0.00152443446041061,0.00150557385924503,"blue"
"6","TRIDC2BG038790",-0.264674652466183,0.0528376738483058,0.0204350636173302,"turquoise"
"7","TRIDC3AG075260",-0.0453132388629326,0.746072036242137,0.179679046612102,"turquoise"
"8","TRIDC1BG068400",-0.264492932901817,0.0530087296563733,0.0204801820723988,"blue"
"9","TRIDC4BG013910",-0.183811762923865,0.184254300719287,0.0566458367645038,"turquoise"
"10","TRIDC2AG028560",0.261790156367347,0.0556058269165878,0.0212833804799047,"brown"
"11","TRIDC4BG021940",0.493399729960886,0.000113267785879984,0.000246032558225373,"turquoise"
"12","TRIDC5BG070520",-0.222235472462056,0.106525420448223,0.0359866520151121,"turquoise"
"13","TRIDC1BG070890",-0.239213056053856,0.0814953906328406,0.0289419081404207,"turquoise"
"14","TRIDC4BG017010",0.415730992482678,0.0015764783391959,0.00154502883367246,"blue"
"15","TRIDC3BG083350",0.392906541604556,0.00302335151265462,0.00248335608959385,"blue"
"16","TRIDC7AG029070",-0.313914165259743,0.0203344707899275,0.00981326990026013,"turquoise"
"17","TRIDC2AG047330",-0.102328075250325,0.463353885579089,0.122024286773602,"turquoise"
"18","TRIDC3BG038850",-0.294190036360079,0.0303950638251493,0.0133119363502893,"turquoise"
"19","TRIDC3BG025030",-0.0105031033292407,0.940206819884787,0.215413556962032,"blue"
"20","TRIDC1AG057700",-0.311143018355339,0.0215511896965475,0.0102407457234656,"turquoise"
"21","TRIDC4AG070460",-0.0166450217684875,0.90537025965188,0.208933176156452,"turquoise"
"22","TRIDC2BG039350",0.0814365194218996,0.5599849504064,0.142585161838608,"turquoise"
"23","TRIDC2AG023870",-0.302397280193131,0.0257979260106748,0.0117353916529716,"turquoise"
"24","TRIDC5BG042550",-0.393184039806777,0.00300039481677962,0.00247009587291302,"turquoise"
