Bs01	5447834	6107051	Bs08	5289737	6041752
Bs01	25642916	26166849	Bs08	14700781	14973872
Bs01	12011254	12469946	Bs08	1134377	1565702
Bs01	3944402	6169941	Hv3H	595204527	624911809
Bs01	26146814	27406388	Hv3H	49667067	95552111
Bs01	2947754	3940048	Hv3H	624984223	635605002
Bs01	25179803	25633583	Hv3H	118884357	135043641
Bs01	25639493	26129086	Hv3H	102203743	118303978
Bs01	27407131	27865932	Hv3H	38304662	48529886
Bs01	28976220	29352964	Hv3H	8709047	15320174
Bs01	13327486	13514044	Hv3H	421520851	426112473
Bs01	3941119	4407487	Hv3H	595221827	601480058
Bs01	16635574	17045918	Hv3H	323644309	335450401
Bs01	15691980	15819100	Hv3H	358746139	362425760
Bs01	29732399	29897952	Hv3H	140979	1322467
Bs01	22105551	22286319	Hv3H	228393601	234000622
Bs01	24329253	24381773	Hv3H	429177580	430797203
Bs01	1141647	1225217	Hv3H	670706464	672553356
Bs01	3376661	3864451	Hv3H	629321677	634933951
Bs01	28116101	28154413	Hv3H	30245711	30630843
Bs01	6176758	13318105	Hv3H	426620288	594822285
Bs01	21810559	25166203	Hv3H	134802196	254460078
Bs01	1506922	2910075	Hv3H	636534377	661829887
Bs01	13530817	16280979	Hv3H	349065065	421034990
Bs01	45941	1087155	Hv3H	673603427	699653359
Bs01	7488299	9370156	Hv3H	534061168	571167249
Bs01	28405190	28971388	Hv3H	15322128	25112597
Bs01	27877326	28402732	Hv3H	26398468	37186665
Bs01	1104981	1477219	Hv3H	664524720	672923648
Bs01	29559519	29793598	Hv3H	564687	3278787
Bs01	2181416	2811522	Hv3H	638623095	648176301
Bs01	6180123	6621882	Hv3H	586405707	594833921
Bs01	29364670	29482775	Hv3H	4621601	8089554
Bs01	11191061	11475023	Hv3H	486905451	494379837
Bs01	11736361	12157996	Hv3H	467715797	477739885
Bs01	9523790	9993563	Hv3H	519963880	530418939
Bs01	10311792	10577236	Hv3H	508009263	514504859
Bs01	10226793	12042902	Td3A	466336111	508189788
Bs01	9054300	10225789	Td3A	508649636	524265976
Bs01	26146814	27406388	Td3A	62900860	102579435
Bs01	2935247	3948411	Td3A	634702998	649858159
Bs01	27407131	27867746	Td3A	53285561	62034541
Bs01	29293523	29897952	Td3A	2087926	15520733
Bs01	23670864	23961400	Td3A	174673224	184043077
Bs01	28754325	29178807	Td3A	18339041	24550238
Bs01	12049916	12258456	Td3A	467220359	473140640
Bs01	23128215	23331880	Td3A	203268453	213119023
Bs01	3941119	4043848	Td3A	632838474	634619710
Bs01	16635574	17045918	Td3A	342654893	365646314
Bs01	10275285	10346582	Td3A	462018278	462873130
Bs01	12270250	12333922	Td3A	463023869	464871860
Bs01	22105551	22286319	Td3A	235662240	240857362
Bs01	21882560	21997094	Td3A	243779766	250274283
Bs01	27944561	27968621	Td3A	49753289	50176360
Bs01	14131265	14208696	Td3A	423244179	425148295
Bs01	30015244	30067858	Td3A	104118563	107121118
Bs01	1130399	1217896	Td3A	712080548	714245970
Bs01	372181	403931	Td3A	742987769	743228867
Bs01	25047494	25099254	Td3A	134539884	137135326
Bs01	949905	1050079	Td3A	717308960	718672775
Bs01	17658529	19137274	Td3A	262258986	326574770
Bs01	4050716	9052529	Td3A	524637015	631826705
Bs01	12336415	16749897	Td3A	344560302	461287220
Bs01	24001884	26129086	Td3A	107276854	172776830
Bs01	1533199	2913717	Td3A	652383213	693664459
Bs01	101808	1526491	Td3A	698350258	752729044
Bs01	21709382	23073808	Td3A	214323126	269818433
Bs01	27877326	28402732	Td3A	37108508	52651545
Bs01	23358045	23668090	Td3A	190971192	202629575
Bs01	28407261	28780093	Td3A	24975003	35254076
Bs01	28813607	28936851	Td3A	18806406	19645743
Bs01	16753791	19059082	Td3A	270959865	362725520
Bs01	10231347	12042902	Td3B	452451241	502366507
Bs01	9054300	10225789	Td3B	502519090	534517507
Bs01	2935247	3948411	Td3B	670035860	693480287
Bs01	26146814	27406388	Td3B	100224574	147854343
Bs01	25172090	25633583	Td3B	165772151	177278854
Bs01	25639493	26129086	Td3B	153839208	165370682
Bs01	27407131	27867746	Td3B	79718834	98952304
Bs01	24034891	24394969	Td3B	200724062	207813577
Bs01	29283529	29458900	Td3B	10963339	16721013
Bs01	28813607	28936851	Td3B	26406031	28006601
Bs01	22150697	22286319	Td3B	247927634	249521278
Bs01	7456916	7505458	Td3B	572886982	574185841
Bs01	7818968	7872461	Td3B	564588626	566124533
Bs01	27944561	27968621	Td3B	73377940	73737347
Bs01	23660033	23711776	Td3B	222832610	223320916
Bs01	28116101	28144909	Td3B	66038211	67034967
Bs01	17802335	19137274	Td3B	301782215	355846801
Bs01	372181	403931	Td3B	829074821	829440014
Bs01	16703466	17177489	Td3B	305021220	355411899
Bs01	30015244	30067858	Td3B	149789140	153628323
Bs01	3941119	9052529	Td3B	535247032	668812068
Bs01	12049916	17161220	Td3B	343120393	450647804
Bs01	1550739	2928657	Td3B	696892165	755367194
Bs01	21936714	24201288	Td3B	204967103	253522942
Bs01	108562	678479	Td3B	816576801	841073933
Bs01	816181	1550524	Td3B	762688585	802719095
Bs01	27877326	28402732	Td3B	55295750	77856591
Bs01	24527216	24916345	Td3B	255679571	265614899
Bs01	28405190	28757911	Td3B	33217737	48402447
Bs01	29459708	29892195	Td3B	591604	7692498
Bs01	28768979	29221883	Td3B	17635416	28385110
Bs01	24880009	25169938	Td3B	180018516	191188032
Bs01	682303	770792	Td3B	808204177	811861250
Bs01	25458155	25579092	Td3B	173818436	175339095
Bs01	21810559	21925134	Td3B	266105052	270749973
Bs01	26663937	26731559	Td3B	120062666	122316207
Bs01	17658529	19217832	Td3B	326296918	357630677
Bs02	13130419	13459800	Bs06	3033145	3207007
Bs02	18569723	22162301	Hv4H	3822040	35816178
Bs02	2460323	4297859	Hv4H	583211766	608435590
Bs02	19685627	22169021	Hv4H	9456469	35791761
Bs02	2072812	2404770	Hv4H	608851179	615131276
Bs02	16603159	17076930	Hv4H	43225000	50113745
Bs02	1859367	2062841	Hv4H	626229238	628731072
Bs02	11330188	11850246	Hv4H	369398122	397822392
Bs02	80148	179499	Hv4H	639950748	640696684
Bs02	18597764	19380888	Hv4H	3571159	7861766
Bs02	8219538	8261178	Hv4H	495217538	496082410
Bs02	18776772	19393008	Hv4H	4786468	7849687
Bs02	6370705	11323861	Hv4H	400917154	546809046
Bs02	4314752	6186992	Hv4H	547060964	582439808
Bs02	1186159	1824446	Hv4H	615347929	625194764
Bs02	695511	1184829	Hv4H	628721753	634773415
Bs02	440783	709248	Hv4H	641090733	644450579
Bs02	130370	396924	Hv4H	634776721	640499995
Bs02	17073075	17415342	Hv4H	36210873	39472632
Bs02	4301484	5378002	Hv4H	566058929	582410136
Bs02	6203561	6360300	Hv4H	525824230	529669033
Bs02	6451507	7131061	Hv4H	525063038	544741505
Bs02	7554787	8134793	Hv4H	500197238	516125785
Bs02	8539743	8737488	Hv4H	479910477	485675800
Bs02	1231326	1665753	Hv4H	618869082	624580802
Bs02	22187824	27760400	Hv5H	593130812	669627366
Bs02	23269244	23899939	Hv5H	603917173	610157638
Bs02	27083219	27534551	Hv5H	658537221	665622995
Bs02	25574791	25830100	Hv5H	634849024	637172300
Bs02	26134896	26498865	Hv5H	643306767	647281181
Bs02	22250551	23078014	Hv5H	593567232	600912934
Bs02	26454761	26839842	Hv5H	647629286	652967879
Bs02	17423456	18560424	Hv5H	587810165	592521098
Bs02	27574032	27731973	Hv5H	666427246	667589994
Bs02	17418740	18502310	Hv5H	587901515	592511637
Bs02	26435241	26501669	Hv5H	647133657	648097903
Bs02	26667044	26780148	Hv5H	651046705	651949994
Bs02	7208854	7284179	HvUn	51342580	52773359
Bs02	6370705	9703154	Td4A	66866376	146484312
Bs02	4558519	6186992	Td4A	35713949	66582606
Bs02	10180836	11375462	Td4A	160981443	214757185
Bs02	6203561	6360300	Td4A	80393222	83760535
Bs02	17146191	17415342	Td4A	544149659	549417611
Bs02	26435241	26501669	Td4A	628145105	629602921
Bs02	2460323	2527337	Td4A	28557031	29337501
Bs02	19656724	19752333	Td4A	584348759	584770773
Bs02	27399929	27438713	Td4A	601391490	603310650
Bs02	26675219	26780148	Td4A	620236608	622242217
Bs02	4301484	4395674	Td4A	27709956	32191625
Bs02	2973033	3035516	Td4A	15674770	16259788
Bs02	27335534	27362543	Td4A	604910037	605068405
Bs02	26618298	26661359	Td4A	622512457	622788481
